,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,SEXO,EDAD,PARENTESCO,PADRE,MADRE,D_01,D_02,D_03,D_04,D_05,D_06,D_07,D_08,D_09,D_10,D_11_A,D_11_B,D_11_C,D_11_D,D_11_E,D_11_F,D_11_G,D_11_H,D_11_I,D_11_J,D_11_K,D_11_L,D_11_M,D_11_N,D_12_A,D_12_A_A,D_12_B,D_12_B_A,D_12_C,D_12_C_A,D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,G_01,G_02,G_06_A,G_06_B,G_06_C,G_06_D,G_06_E,G_06_F,G_06_G,G_06_H,G_06_I,G_06_J,G_06_K,G_06_L,G_06_M,G_06_N,COD_REGION
8927,1,1,2.0,7,1.0,30.0,8.0,2.0,2.0,1.0,1.0,12.0,4.0,36.0,2.0,9.0,4.0,1.0,9.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,2.0,7.0,700.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8928,1,1,1.0,5,2.0,32.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0
8929,1,1,1.0,5,2.0,21.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8930,1,1,1.0,3,1.0,33.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,70.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,0.0,3.0,303.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
8931,1,1,2.0,1,1.0,40.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,2.0,5.0,511.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
8932,1,1,3.0,4,2.0,29.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,7.0,705.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0
8933,1,1,2.0,5,2.0,61.0,1.0,3.0,3.0,1.0,1.0,12.0,4.0,56.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,6.0,3.0,3.0,302.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8934,1,1,2.0,5,1.0,41.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,25.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,3.0,5.0,511.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8935,2,1,1.0,1,2.0,19.0,1.0,2.0,2.0,2.0,1.0,7.0,6.0,24.0,1.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,0.0,5.0,511.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,2.0,2.0,3.0,9.0,9.0,9.0,9.0,5
8936,1,1,2.0,4,1.0,16.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,408.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,2
8937,1,1,3.0,1,2.0,62.0,1.0,3.0,3.0,1.0,1.0,12.0,4.0,40.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,4.0,4.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
8938,1,1,1.0,4,2.0,63.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,3.0,4.0,3.0,303.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8939,2,1,1.0,4,1.0,18.0,5.0,2.0,3.0,1.0,1.0,5.0,4.0,40.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,0
8940,1,1,2.0,7,1.0,32.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,1.0,7.0,705.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
8941,1,1,3.0,3,1.0,61.0,1.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,3.0,4.0,7.0,706.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
8942,3,1,2.0,1,1.0,32.0,1.0,2.0,2.0,1.0,1.0,12.0,5.0,56.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,7.0,703.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8943,2,1,2.0,1,1.0,58.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,5.0,1.0,3.0,303.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
8944,2,1,2.0,2,1.0,28.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,6.0,601.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8945,1,1,2.0,4,1.0,18.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,7.0,702.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,1
8946,3,1,2.0,1,1.0,52.0,1.0,3.0,3.0,1.0,1.0,8.0,4.0,48.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,2.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8947,2,1,2.0,2,2.0,40.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,40.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,2.0,8.0,801.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8948,2,1,3.0,2,2.0,45.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5
8949,2,1,3.0,4,2.0,43.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,2.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,4
8950,2,1,2.0,5,1.0,30.0,1.0,2.0,2.0,1.0,1.0,12.0,4.0,40.0,2.0,9.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1
8951,1,1,1.0,2,2.0,35.0,1.0,3.0,2.0,1.0,1.0,11.0,1.0,45.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,8.0,801.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8952,2,1,2.0,4,2.0,30.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,2.0,7.0,704.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
8953,1,1,1.0,3,2.0,19.0,2.0,2.0,2.0,1.0,1.0,7.0,1.0,49.0,2.0,9.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,2.0,1.0,4.0,406.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8954,3,1,2.0,2,2.0,57.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,4.0,3.0,303.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8955,1,1,3.0,5,1.0,27.0,10.0,2.0,2.0,2.0,1.0,11.0,4.0,35.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,7.0,706.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,4
8956,1,1,2.0,9,2.0,50.0,3.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
8957,2,1,2.0,3,1.0,34.0,1.0,2.0,2.0,1.0,1.0,12.0,4.0,54.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,3.0,2.0,3.0,305.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8958,1,1,3.0,3,1.0,27.0,3.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,5.0,6.0,0.0,7.0,706.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4
8959,1,1,2.0,2,1.0,37.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,48.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,0.0,7.0,705.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1
8960,2,1,3.0,2,2.0,58.0,2.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
8961,1,1,3.0,4,2.0,47.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,3.0,2.0,8.0,802.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
8962,1,1,2.0,5,1.0,40.0,1.0,2.0,2.0,1.0,1.0,12.0,1.0,72.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,5.0,511.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,9.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,1
8963,1,1,2.0,1,1.0,59.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,45.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,4.0,5.0,511.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1
8964,1,1,2.0,9,2.0,35.0,3.0,1.0,1.0,1.0,1.0,12.0,4.0,40.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,2.0,6.0,601.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1
8965,2,1,2.0,3,2.0,28.0,2.0,2.0,2.0,1.0,1.0,10.0,2.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
8966,1,1,1.0,2,2.0,19.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,6.0,604.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,0
8967,2,1,2.0,3,2.0,25.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,48.0,2.0,9.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,3.0,0.0,7.0,704.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
8968,1,1,1.0,7,1.0,18.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,49.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
8969,2,1,1.0,4,2.0,17.0,3.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,5.0,511.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8970,2,1,2.0,5,1.0,21.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,6.0,604.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,0
8971,2,1,1.0,3,1.0,31.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,5.0,6.0,0.0,8.0,803.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8972,2,1,2.0,4,2.0,63.0,6.0,3.0,3.0,1.0,1.0,12.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,4.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0
8973,1,1,1.0,5,1.0,15.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,30.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,0.0,4.0,407.0,5.0,5.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8974,1,1,2.0,5,2.0,30.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,50.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,6.0,604.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
8975,1,1,1.0,8,2.0,34.0,3.0,2.0,1.0,1.0,1.0,12.0,3.0,36.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,5.0,1.0,4.0,408.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8976,1,1,1.0,9,1.0,14.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,4.0,400.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
8977,1,1,3.0,3,1.0,44.0,3.0,3.0,1.0,1.0,1.0,8.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,1.0,5.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8978,2,1,1.0,3,1.0,27.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,60.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,5.0,511.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8979,1,1,1.0,3,1.0,48.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,406.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8980,1,1,1.0,6,1.0,42.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,50.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,3.0,5.0,511.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8981,1,1,1.0,5,2.0,24.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,5.0,5.0,1.0,4.0,409.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
