,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,SEXO,EDAD,PARENTESCO,PADRE,MADRE,D_01,D_02,D_03,D_04,D_05,D_06,D_07,D_08,D_09,D_10,D_11_A,D_11_B,D_11_C,D_11_D,D_11_E,D_11_F,D_11_G,D_11_H,D_11_I,D_11_J,D_11_K,D_11_L,D_11_M,D_11_N,D_12_A,D_12_A_A,D_12_B,D_12_B_A,D_12_C,D_12_C_A,D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,G_01,G_02,G_06_A,G_06_B,G_06_C,G_06_D,G_06_E,G_06_F,G_06_G,G_06_H,G_06_I,G_06_J,G_06_K,G_06_L,G_06_M,G_06_N,COD_REGION
42379,2,1,3.0,3,2.0,45.0,2.0,3.0,2.0,1.0,1.0,6.0,4.0,60.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,4.0,409.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42380,2,1,5.0,3,1.0,35.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,55.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,1.0,7.0,705.0,1.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42381,1,1,1.0,2,2.0,62.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,4.0,5.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
42382,1,1,2.0,2,1.0,36.0,7.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,4.0,408.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3
42383,1,1,1.0,3,1.0,12.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,3.0,304.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4
42384,1,1,1.0,4,2.0,14.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,409.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
42385,2,1,2.0,2,1.0,30.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,48.0,2.0,9.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,5.0,513.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,1
42386,2,1,3.0,1,1.0,21.0,1.0,2.0,2.0,1.0,1.0,12.0,1.0,56.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
42387,1,1,3.0,5,1.0,46.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,50.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,3.0,6.0,604.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42388,2,1,5.0,4,2.0,37.0,2.0,1.0,1.0,1.0,1.0,12.0,2.0,40.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,2.0,8.0,802.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42389,2,1,6.0,2,2.0,58.0,1.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,7.0,705.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
42390,2,1,4.0,1,1.0,60.0,1.0,2.0,2.0,1.0,1.0,12.0,4.0,40.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,5.0,5.0,2.0,8.0,803.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,3
42391,2,1,3.0,5,2.0,42.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,3.0,5.0,510.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
42392,1,1,2.0,1,1.0,44.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
42393,2,1,6.0,3,1.0,38.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,48.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,1.0,7.0,710.0,1.0,1.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42394,1,1,2.0,3,2.0,41.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,302.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42395,1,1,1.0,3,1.0,63.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,5.0,5.0,511.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42396,1,1,3.0,2,1.0,64.0,1.0,3.0,3.0,1.0,1.0,6.0,4.0,50.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,5.0,1.0,4.0,409.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42397,2,1,4.0,1,1.0,46.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,48.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,7.0,705.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42398,2,1,5.0,3,2.0,51.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,3.0,5.0,511.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42399,1,1,2.0,6,1.0,38.0,1.0,1.0,1.0,1.0,1.0,12.0,4.0,38.0,1.0,3.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,409.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42400,1,1,1.0,3,1.0,29.0,7.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,3.0,302.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
42401,2,1,1.0,3,2.0,29.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,4.0,5.0,511.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
42402,1,1,2.0,5,1.0,37.0,3.0,3.0,1.0,1.0,1.0,12.0,4.0,60.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42403,2,1,4.0,1,2.0,64.0,1.0,2.0,2.0,1.0,1.0,12.0,7.0,20.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,5.0,5.0,2.0,7.0,705.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42404,2,1,3.0,3,2.0,62.0,6.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,4.0,406.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,3
42405,2,1,4.0,3,2.0,36.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,50.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,3.0,6.0,603.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
42406,2,1,6.0,2,1.0,30.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,1.0,0.0,7.0,710.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
42407,2,1,2.0,3,2.0,13.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,4.0,406.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42408,1,1,2.0,3,2.0,30.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,1.0,6.0,604.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
42409,2,1,2.0,2,2.0,61.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,7.0,705.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3
42410,2,1,4.0,1,2.0,65.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42411,1,1,1.0,3,2.0,53.0,2.0,2.0,2.0,1.0,1.0,12.0,2.0,40.0,2.0,9.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,6.0,7.0,705.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4
42412,2,1,6.0,2,1.0,63.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,3.0,2.0,7.0,705.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42413,2,1,2.0,10,1.0,40.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,5.0,5.0,511.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42414,2,1,3.0,3,1.0,37.0,1.0,2.0,2.0,1.0,1.0,10.0,1.0,50.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,3.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42415,1,1,3.0,6,2.0,34.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,2.0,5.0,511.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
42416,2,1,4.0,3,1.0,55.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,4.0,407.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,9.0,1.0,1.0,3
42417,1,1,2.0,3,2.0,39.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,1.0,7.0,705.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,9.0,9.0,9.0,9.0,3
42418,1,1,2.0,7,2.0,17.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,5.0,513.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42419,1,1,1.0,4,2.0,37.0,4.0,2.0,2.0,1.0,1.0,11.0,1.0,48.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,6.0,603.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,3
42420,2,1,6.0,3,1.0,30.0,2.0,2.0,2.0,1.0,1.0,10.0,1.0,50.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,7.0,705.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42421,1,1,1.0,4,1.0,34.0,7.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,6.0,0.0,6.0,602.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,3
42422,2,1,4.0,3,2.0,40.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,1.0,7.0,705.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
42423,1,1,1.0,6,1.0,15.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,406.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,2.0,1.0,9.0,2.0,9.0,9.0,9.0,2.0,3
42424,2,1,2.0,5,1.0,42.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,3.0,3.0,5.0,511.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5
42425,2,1,2.0,2,2.0,51.0,1.0,3.0,2.0,1.0,1.0,12.0,3.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,4.0,4.0,4.0,409.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
42426,1,1,1.0,4,2.0,52.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,2.0,3.0,305.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42427,2,1,6.0,1,2.0,58.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,35.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,1.0,7.0,705.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
42428,2,1,5.0,2,1.0,41.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,48.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,5.0,511.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42429,1,1,1.0,3,2.0,27.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42430,1,1,3.0,1,2.0,53.0,1.0,3.0,3.0,1.0,1.0,12.0,3.0,20.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,2.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42431,1,1,1.0,4,1.0,16.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,3.0,305.0,5.0,5.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
42432,2,1,1.0,4,2.0,29.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,4.0,409.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,3
42433,1,1,1.0,6,1.0,34.0,3.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,3.0,305.0,1.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
